,Type,Publication,Text,Type and Publication,Text Length
10,Real,The Sun,"BORIS Johnson has been warned Sinn Fein will sweep to power in Northern Ireland and break up the UK if he does not fix the row over Brexit border checks. DUP heavyweight Ian Paisley Jr says further delay will only ""embolden republicans in Northern Ireland and those who want to rip us out of the United Kingdom."" Britain is at loggerheads with Brussels over the implementation of the Northern Ireland Protocol that forces checks on goods travelling from the mainland to Ulster. Mr Johnson has threatened to trigger the emergency Article 16 break clause to suspend the rules claiming they are crippling trade - but is locked in talks with the EU to try avoid having to do so. But Mr Paisley, MP for North Antrim, has warned time is running out to come good on that threat - or risk nationalists romping to victory in next year's elections in the province. The unionist big wig told The Sun that Mr Johnson risks going down in history as as a terrible PM's if he goes soft on his tough talk. Amid growing Cabinet concerns that the PM has ""gone wobbly"", Mr Paisley says Sinn Fein are on the march and risk seizing control of Stormont if the standoff continues much longer - opening the door to years of wrangling over Irish unification. He hit out: ""This is a do or die moment for the Prime Minister. The past 12 months have cost Northern Ireland dearly. ""Triggering Article 16 is long overdue. It is a legitimate and proportionate response to the failed Protocol that has disrupted internal UK trade, inflated internal UK costs, created political unrest and tensions here are festering. ""So long as Boris Johnson sticks by this failing status quo, he will only embolden republicans in Northern Ireland and those who want to rip us out of the United Kingdom. ""Let's be clear PM if this situation continues unchanged Sinn Fein are in poll position to capitalise electorally. ""And they will be given a platform to demand Ulster's removal from the Union. Is that the outcome you can stomach, Boris? ""I say to the Prime Minister, the alarm is sounding. The Union is being undermined. It's time to act. ""Take back control of the entire United Kingdom or history will not be kind to your stewardship of the Union."" Yesterday Northern Ireland Secretary Brandon Lewis said he is an ""optimist"" when it comes to the prospect of a deal with the EU on the Protocol, but triggering Article 16 is still on the table as ""substantive gaps"" remain between the two sides. He struck a hopeful tone after Irish Foreign Affairs Minister Simon Coveney said on Wednesday that reaching an agreement on the protocol before Christmas was ""unrealistic"". Brexit minister Lord Frost previously said both the UK and the EU wanted the dispute ""settled one way or the other"" before the winter. A government spokesman said: ""The bottom line is that the EU's proposals don't go far enough to address the real problems facing people in Northern Ireland because of the Protocol. ""We're clear we'd rather agree solutions, but if we can't we'll have to use the safeguard provisions in the Protocol to preserve stability in Northern Ireland instead. ""The EU urgently needs to show more realism and flexibility if we are going to find an agreed way through.""",Real Sun,560.0
11,Real,The Sun,"LIZ Truss did a Margaret Thatcher yesterday — and climbed aboard a British tank to warn Russia against invasion plans. The Foreign Secretary said President Vladimir Putin would be making a strategic mistake if he took military action to extend his territory. Wearing a helmet and armoured vest, Ms Truss was just miles from the Russian border as she declared: ""We will stand with our fellow democracies against Russia's malign activity."" And she vowed Nato would safeguard the security of Ukraine amid growing fears Putin will annexe the neighbour state. Mrs Thatcher revived her Iron Lady status in 1986 by riding on a Challenger tank at a Nato training camp in Germany — wearing goggles and a headscarf. The ambitious Ms Truss was visiting hundreds of battle-ready British troops near Tallinn, Estonia, right. Back home, she has parked her tanks firmly on No10's lawn by topping a Tory party members poll. It comes as Prime Minister Boris Johnson's unpopularity plunged to new lows — coming bottom for recent performance in the eyes of the true blue faithful. The PM is now ranked minus 17, according to the latest grassroots survey for ConservativeHome, while Ms Truss has a plus 82.3 rating. Her tank stunt came ahead of Nato foreign ministers gathering in Latvia to consider how to respond to Russia's military build-up near the Ukrainian border — and tensions between Belarus and Poland. She used the Riga summit to call for the western alliance to stand united in the face of growing aggression from Moscow. Ms Truss said: ""We want a world where freedom and democracy don't just survive, they thrive."" And she rejected Kremlin claims that Nato's actions were provocative.",Real Sun,280.0
12,Real,The Sun,"LABOUR leader Sir Keir Starmer did a surprise Shadow Cabinet reshuffle last night — catching his own deputy on the hop. In the second rejig this year, ex-Labour minister Yvette Cooper returned to the front bench. As Shadow Home Secretary, she is tasked with tackling Priti Patel over migrants and crime. And former Labour leader Ed Miliband was stripped of his business brief after angering Sir Keir on demands to nationalise energy. Leadership contender Lisa Nandy will go head to head with Michael Gove on levelling up in a demotion from the Shadow Foreign Secretary job. Rising stars Wes Streeting and Bridget Phillipson were handed the key roles at Health and Education. Emily Thornberry was demoted to Shadow Attorney General. And the reshuffle was a humiliating blow to Labour deputy leader Angela Rayner, who has made several digs at Sir Keir over recent weeks. Yesterday morning she was on the radio denying Sir Keir would conduct a reshuffle — just two hours before the Labour leader began one. She told Times Radio: ""No, I'm not aware of any plans for a reshuffle. I reckon that Keir would tell me first, yeah."" Last night Sir Keir said: ""We are a smaller, more focused Shadow Cabinet.""",Real Sun,204.0
13,Real,The Sun,"ANGELA Rayner was left humiliated today after denying Sir Keir Starmer would conduct a reshuffle just two hours before the Labour leader started moving frontbenchers. The deputy leader told a radio interview that the party was more focussed on big issues and holding the government's feet to the fire rather than discussing ""internal jobs"". But at the same time the Labour leader was beginning to shift around his top team for the second time this year - blindsiding his number 2. Sir Keir's first attempt last May went off half cocked with a doomed attempt to demote Ms Rayner ended up with the deputy leader getting a slew of promotions after she refused to be side-lined. And today's effort appears to be equally calamitous. Ahead of a big speech about sleaze, Ms Rayner told Times Radio just after 8 o'clock this morning: ""No, I'm not aware of any plans for a reshuffle. I haven't been consulted, so I don't think there's any, you know, focus on that at the moment… ""We've been holding the government to account and that's what we're focusing on at the moment, not internal what job you've got."" Embarrassingly she added: ""I reckon that Keir would tell me first yeah."" But behind the scenes Sir Keir had spent the morning calling Shadow Cabinet ministers about their future jobs. At 11.30am, Ms Rayner again told reporters ""I've been concentrating on the job that I'm doing"" and again said she was not aware of a reshuffle. But her spokesman later clarified that Sir Keir had called Ms Rayner to inform her of a reshuffle ""in the future"" but not that it was today, or any of the details. However moments later Labour frontbencher Cat Smith announced that she was quitting the Shadow Cabinet - and revealed Sir Keir was already conducting a reshuffle. Ms Smith was a key member of Ms Rayner's team posing questions on how informed the Labour deputy really was on the planned changes. And Sir Keir's spokesman said shortly after: confirmed that the reshuffle of Labour's frontbench was ""underway"". A senior Tory source hit back: ""Starmer's reshuffle is already a shambles.",Real Sun,357.0
14,Real,The Sun,"HEALTH chiefs last night confirmed a third case of the new Omicron Covid strain in the UK — amid fears there are already hundreds of others. More than 75 ""probable"" cases of the mutant variant have been flagged with more than 150 possible others, according to Government sources. Ministers and scientists are scrambling to work out how contagious and dangerous Omicron is. It is feared to spread more rapidly. But one doctor in South Africa, where it was identified 12 days ago, reported its symptoms as ""mild"". Meanwhile, the UK Health Security Agency warned it was ""very likely"" further Omicron cases will be discovered in the coming days. Last night there were extensive contact tracing efforts in Westminster after it emerged the latest confirmed case had visited before leaving the UK. But Health Secretary Sajid Javid dismissed calls for a further lockdown. He said infections and hospitalisations were ""nowhere near"" the level required for restrictions beyond those announced by Boris Johnson at Saturday's surprise press conference. Mr Javid said the tighter restrictions on the border and masks for Christmas shoppers and commuters are needed to ""buy time"" to work out how bad the new variant is and whether it blunts the effectiveness of vaccines. Last night it was confirmed: But Mr Javid insisted these restrictions would not spoil festivities and urged Brits to ""keep making plans to see family and friends"" — just like he is doing. He said: ""I think people should continue with their plans as normal for Christmas. I think it's going to be a great Christmas."" But he warned it would be ""irresponsible"" to guarantee that further restrictions would not be needed. He told Times Radio: ""We've been very open with the information we have. We just don't know enough yet to make definitive conclusions. ""But if we can buy some time to stop it from being seeded quickly or to stop its spread — then we can use that sensibly to assess it more and get answers to all these vital questions."" Teams of AstraZeneca scientists are ""confident"" that they will defeat the latest Covid variant - as they conduct tests in hotspots so that the company's Vaxzervria jab can be tweaked quickly if necessary. The scientists remained upbeat about their ability to adapt their vaccine if needed to battle the new mutation. A spokeswoman told the Daily Express: ""We are looking into the Omicron variant to understand more about it and the impact on the vaccine. ""AstraZeneca has developed, in collaboration with Oxford University, a vaccine platform that enables us to respond quickly to new variants. ""AZ is also already conducting research in locations where the variant has been identified, that will enable us to collect real-world data."" Despite reassurances, vaccine task force boss Sir John Bell warned that it was too late to stop ""the monster"" from reaching the UK — and it would only be a ""matter of time"" before infections rocket. But he confirmed a ""tweak"" to existing coronavirus jabs could be done and Britain was well-placed to do so thanks to the Oxford/AstraZeneca team. Labour last night demanded workers be sent home from offices, and even tighter rules on masks and borders. Frontbencher Lisa Nandy hit out: ""There are a number of outstanding holes in our defences"" around travel. She warned: ""We don't think the Government has been getting the balance right up to now. ""That's why we support the measures to bring in greater use of masks, mandatory masks in some settings. ""And we'll be asking questions about whether the scientific basis for that suggests that that needs to go further."" A handful of head teachers even urged schools to close early for the Christmas holidays and there were calls for a return to hated social distancing. But Mr Javid rejected the moves. He told Sky News: ""We know now those types of measures do carry a very heavy price, both economically, socially, in terms of non-Covid health outcomes such as impact on mental health. ""So if one was to make decisions like that, they would have to be done very, very carefully and we're not there yet — we're nowhere near that."" Yesterday 37,681 Covid cases were confirmed, with 51 deaths. The number of patients going into hospital was 11 per cent down on last week. A DOCTOR who treated Omicron patients says symptoms are mild but unusual — including high heart rate. Dr Angelique Coetzee, who runs a private clinic in Pretoria, South Africa, said it did not cause loss of taste or smell like previous variants. She said cases were not serious but added: ""We have to worry about older, unvaccinated people. ""If they are not vaccinated, we are going to see many with a severe form of the disease."" The Omicron strain may also be able to avoid vaccines, experts fear. A VEGAN who refused a Covid jab in a stand against animal testing has died from the virus. Glynn Steel, 54, lost his fight for life after two weeks in intensive care. His wife Emma, 50, said his last words were: ""I have never felt so ill. I wish I'd had the vaccine.""",Real Sun,859.0
15,Real,The Sun,"TENSIONS between Rishi Sunak and Boris Johnson's boiled over during Budget talks, The Sun can reveal. The Chancellor demanded the PM's aides leave the room for a ""reality check chat"" as he raged over huge spending promises. Allies deny claims that Mr Sunak threatened to resign. A government source said: ""Things got very bad in the run up to the spending review when No10 just kept saying more, more. It boiled over eventually and they had a long chat just the two of them."" Other Downing Street insiders confirmed the showdown in mid-October. Yesterday the Times reported that Mr Sunak's allies have grown frustrated with the chaotic nature of the No10 operation in another round of stinging briefings. The Prime Minister's official spokesman insisted that the teams in No 10 and No 11 ""continue to work together very well at all levels"". The Sun yesterday revealed ministers want Mr Sunak's key aide Liam Booth-Smith sacked over denied claims he was behind the attacks. One minister said: ""The Chancellor's team is out of control."" No 10 said: ""Of course, the Prime Minister has confidence in the team at No 11. ""They work very closely together delivering on the public's priorities.""",Real Sun,199.0
16,Real,The Sun,"CABINET ministers are calling for the head of Rishi Sunak's chief aide as Tory handbags escalated. Treasury hardman Liam Booth Smith has been blamed for a withering anonymous attack aimed at Boris Johnson given to the BBC - but he denies being the culprit. Last night one top minister told The Sun: ""The Chancellor's team is out of control and Liam needs to be fired. Pour l'encouragement des autres."" Mr Sunak's enforcer has been accused of briefing against the PM previously, but last night the Chancellor was standing by his man. The latest Cabinet sniping came as Mr Johnson defended his record in office as he faced questions about his leadership and political future. In a rowdy session of Prime Minister's Questions, Mr Johnson was cheered by Tory MPs as he rejected claims he was not fit for office. Sir Keir Starmer highlighted Tory divisions over Mr Johnson's style and rumours of a rift with Mr Sunak. The Labour boss hit out: ""The Prime Minister's routine is falling flat. ""His Chancellor is worried that people are getting wise, his backbenchers say it's embarrassing... and senior people in Downing Street tell the BBC 'it's just not working'."" Echoing the question asked by a journalist on Monday, Sir Keir said: ""Is everything OK, Prime Minister?"" The Prime Minister responded: ""I'll tell you what's not working, it's that line of attack.""",Real Sun,228.0
17,Real,The Sun,"LABOUR vowed to do nothing in any future referendum on Northern Ireland — to the horror of unionists last night. Party leader Sir Keir Starmer backed his Shadow Northern Ireland Secretary Louise Haigh after she said: ""If there is a border poll, we should remain neutral."" She continued: ""It's not my job to be a persuader of the Union."" Following a backlash, Labour said it was their long-standing position — and that the terms of the 1998 Good Friday Agreement outlawed the UK Government taking a side. But the Northern Ireland Office criticised the claim, hitting back: ""There is no stipulation within the Good Friday Agreement that the UK Government must remain neutral."" Ex-DUP First Minister Arlene Foster said: ""Clearly, Labour needs to re-read the Belfast Agreement.""",Real Sun,127.0
18,Real,The Sun,"NIGEL Farage is threatening to make a shock return to politics over the migrants crisis. The ex-Ukip and Brexit Party boss claims anger over illegal Channel crossings has left the public hating Boris Johnson. Mr Farage, furious at the Home Office's failure to stop the tide of small boats, says Westminster has become a tinderbox, with senior Tories tearing into each other. He insisted: ""The migrant crisis hasn't even started — the numbers are only going to go up and up and up."" Mr Farage said he was being begged by donors and voters to make a return — and he was giving it serious thought. He warned ministers that voters and Tory members were losing faith in the Government. Mr Farage said: ""This was meant to be an era of hope, this was meant to be Brexit Britain. It's not just migrants, it's Net Zero and taxes, too."" His intervention came as Home Secretary Priti Patel was put under new pressure over the crossings. Tory grandee Sir Edward Leigh said: ""Us Brexiteers told the people at the referendum we would take back control. ""It's clear in this we've lost control."" He wants emergency powers to put the arrivals in secure accommodation. France is spending more than £9million of UK cash on 100 vehicles to stop crossings. But 25,772 migrants have reached Britain this year.",Real Sun,225.0
19,Real,The Sun,"SENIOR ministers and Royals are set to snub the Beijing Winter Olympics in a dramatic hardening in Britain's stance towards China. Boris Johnson last week called together the National Security Council to hammer out policy on the superpower, The Sun can reveal. Following the long session, the PM said China was never going to ""evolve towards"" being a free-market democracy and ""we should be clear-eyed about that"". There has also been grave concern this week over the fate of missing Chinese tennis star Peng Shuai, who criticised the regime. Royals and ministers are under pressure not to attend the February Games in protest. Downing Street sources insist no decision has been made — and there is the added complication that Princess Anne sits on the Olympics governing body. But Cabinet sources suggest a snub is on the cards. One said: ""We won't be going with bells and whistles, perhaps sending a very junior minister at most."" Other sources suggest a broader snub is the cards although would perhaps not be announced publicly. There are claims that while some in Mr Johnson's team such as Foreign Secretary Liz Truss and Deputy PM Dominic Raab are pushing for a major snub, they have been met by resistance so far from Mr Johnson. Security chiefs warned the PM relations with the Beijing regime will never recover from Covid lies, dire human rights abuses and escalating espionage attacks. Speaking in Washington DC yesterday, Home Secretary Priti Patel said: ""We in the UK will no longer tolerate the brazen way we have seen our national security subject to attacks. ""This includes activity by state or state-backed organisations in Russia, China and Iran."" Last night No10 declined to comment on the work of the National Security Council.",Real Sun,291.0
20,Real,The Sun,"FORCING teens into marriage will become a criminal offence under a tough new law drafted. Ministers are already plotting to raise the legal age to wed from 16 to 18 by removing parental consent. But a new clause will clamp down on arranged marriages by making it a specific crime for children, The Sun can reveal. The Government will throw their weight behind Pauline Latham's Private Member's Bill today in a victory for campaigners who say the law isn't tough enough to stop abusive parents from taking advantage of their kids. The bill will expand the definition of forced marriage so it's illegal to arrange the marriage of anyone under 18, even if the child consents to it. Throwing his weight behind the calls, Deputy Prime Minister, Lord Chancellor and Secretary of State for Justice, Dominic Raab said last night: ""Forced child marriage ruins lives. ""We back this Bill to keep vulnerable young people safe, by raising the legal age of marriage to 18, and closing gaps in the law which leave them at risk."" Almost 3,000 forced marriage protection orders have been issued since 2014 to protect children but the number of under 18s looking to marry continued to decline.",Real Sun,201.0
21,Real,The Sun,"BORIS Johnson last night took swipes at Brussels, France and China. The PM told the Lord Mayor's Banquet in London that ""squabbles over PPE"" brought shame on a world grappling with Covid — a dig at the EU. He also urged the bloc to end its reliance on Russia for gas supplies. He said leaders came together for last week's COP26 summit helped ""by collective embarrassment at the way internationalism failed during Covid"". Blasting the French, the PM hit out at ""crazy decisions of some countries to try to stop the export of vaccines to others"". And in a dig at the Chinese with a plea for Western unity, he said: ""It's clear some countries are simply not going to evolve towards free market democracies."" And he said allies must come together to tackle that threat. He told the gathered dignitaries at London's Guildhall: ""We have to deal with it, we have to manage it, we must have relations that are as friendly and pragmatic as possible. ""But the consequence is that we work ever more closely with those who do share our values and instincts."" BORIS Johnson last night vowed to ""stand behind"" Jersey and help it fight off French fishing threats. Paris said it would restrict energy supplies unless St Helier gives more trawling licences. The PM blasted the ""unjustified"" ultimatums in talks with the Crown Dependency isle's chief minister John Le Fondre. No10 said: ""The PM reiterated the UK would continue to stand behind Jersey in the event threats were carried out.""",Real Sun,255.0
